,title,cast,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,director,Action,Adventure,Animation,Fantasy,Science Fiction,Romance,TV Movie,Crime,Thriller,Horror,Drama,Comedy,Foreign,Family,Mystery,War,History,Documentary,Music,Western,Steven Spielberg,Clint Eastwood,Ridley Scott,Robert Rodriguez,Martin Scorsese,Renny Harlin,Steven Soderbergh,Tim Burton,Oliver Stone,Robert Zemeckis,Brian De Palma,Woody Allen,Michael Bay,Joel Schumacher,Tony Scott,Bobby Farrelly,Ron Howard,Kevin Smith,Paul W.S. Anderson,David Fincher,Richard Donner,Rob Reiner,Shawn Levy,Richard Linklater,Wes Craven,Francis Ford Coppola,John Carpenter,Spike Lee,Barry Levinson,Chris Columbus,Peter Jackson,Joel Coen,M. Night Shyamalan,Rob Cohen,Adam Shankman,Quentin Tarantino,Christopher Nolan,Antoine Fuqua,Danny Boyle,Dennis Dugan,Bryan Singer,Roland Emmerich,John McTiernan,Alfred Hitchcock,Sam Raimi,F. Gary Gray,Stephen Frears,Todd Phillips,John Singleton,Phillip Noyce,Doug Liman,Zack Snyder,Lasse Hallström,James Cameron,Tom Shadyac,Harold Ramis,Martin Campbell,Jay Roach,Simon West,Sam Mendes,George Miller,Edward Zwick,Marc Forster,Ang Lee,Gore Verbinski,Wolfgang Petersen,Wes Anderson,Brett Ratner,Barry Sonnenfeld,Guy Ritchie,Garry Marshall,Paramount Pictures,Universal Pictures,Columbia Pictures,Twentieth Century Fox Film Corporation,New Line Cinema,Walt Disney Pictures,Village Roadshow Pictures,United Artists,Miramax Films,Columbia Pictures Corporation,Warner Bros.,DreamWorks SKG
260,Ender's Game,"['Asa Butterfield', 'Harrison Ford', 'Hailee Steinfeld']",110000000.0,"['Science Fiction', 'Action', 'Adventure']",en,45.94834,"['Summit Entertainment', 'Chartoff Productions', 'Odd Lot Entertainment']",['United States of America'],2013-10-23,125537191.0,114.0,['English'],6.6,2303.0,Gavin Hood,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Live Free or Die Hard,"['Bruce Willis', 'Justin Long', 'Timothy Olyphant']",110000000.0,"['Action', 'Thriller']",en,48.93337,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment']","['United Kingdom', 'United States of America']",2007-06-20,383531464.0,128.0,"['English', 'Italiano', 'Français']",6.4,2089.0,Len Wiseman,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,The Lord of the Rings: The Fellowship of the Ring,"['Elijah Wood', 'Ian McKellen', 'Cate Blanchett']",93000000.0,"['Adventure', 'Fantasy', 'Action']",en,138.049577,"['WingNut Films', 'New Line Cinema', 'The Saul Zaentz Company']","['New Zealand', 'United States of America']",2001-12-18,871368364.0,178.0,['English'],8.0,8705.0,Peter Jackson,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
263,Around the World in 80 Days,"['Jackie Chan', 'Steve Coogan', 'Cécile de France']",110000000.0,"['Action', 'Adventure', 'Comedy']",en,22.643776000000006,"['Studio Babelsberg', 'Walden Media', 'Babelsberg Film']","['Germany', 'Ireland', 'United Kingdom', 'United States of America']",2004-06-16,72178895.0,120.0,"['Deutsch', 'English', 'Français', 'हिन्दी', 'Türkçe', '广州话/廣州話']",5.7,672.0,Frank Coraci,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Ali,"['Will Smith', 'Jamie Foxx', 'Jon Voight']",107000000.0,['Drama'],en,18.866672,['Columbia Pictures Corporation'],['United States of America'],2001-12-11,87713825.0,157.0,['English'],6.7,447.0,Michael Mann,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
266,"I, Robot","['Will Smith', 'Bridget Moynahan', 'Alan Tudyk']",120000000.0,"['Action', 'Science Fiction']",en,95.914473,"['Twentieth Century Fox Film Corporation', 'Laurence Mark Productions', 'Davis Entertainment']","['United States of America', 'Germany']",2004-07-15,347234916.0,115.0,['English'],6.7,3793.0,Alex Proyas,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267,Kingdom of Heaven,"['Orlando Bloom', 'Eva Green', 'Jeremy Irons']",130000000.0,"['Drama', 'Action', 'Adventure', 'History', 'War']",en,44.490453,"['Studio Babelsberg', 'Twentieth Century Fox Film Corporation', 'Scott Free Productions']","['Germany', 'Morocco', 'Spain', 'United Kingdom', 'United States of America']",2005-05-03,211643158.0,144.0,"['العربية', 'English', 'Italiano', 'Latin']",6.6,1157.0,Ridley Scott,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
268,Stuart Little,"['Michael J. Fox', 'Geena Davis', 'Hugh Laurie']",133000000.0,"['Animation', 'Fantasy', 'Family', 'Comedy']",en,30.475297,"['Columbia Pictures Corporation', 'Global Medien KG', 'Franklin/Waterman Productions']","['Germany', 'United States of America']",1999-12-17,300135367.0,84.0,['English'],5.8,959.0,Rob Minkoff,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
269,The Princess and the Frog,"['Anika Noni Rose', 'Bruno Campos', 'Keith David']",105000000.0,"['Romance', 'Family', 'Animation', 'Music']",en,62.479574,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",['United States of America'],2009-12-08,267045765.0,97.0,"['Français', 'English']",6.7,1247.0,Ron Clements,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
270,The Martian,"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig']",108000000.0,"['Drama', 'Adventure', 'Science Fiction']",en,167.93287,"['Twentieth Century Fox Film Corporation', 'Scott Free Productions', 'Mid Atlantic Films']",['United States of America'],2015-09-30,630161890.0,141.0,"['English', '普通话']",7.6,7268.0,Ridley Scott,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
271,The Island,"['Ewan McGregor', 'Scarlett Johansson', 'Djimon Hounsou']",126000000.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",en,37.68056,"['DreamWorks SKG', 'Warner Bros.', 'Parkes/MacDonald Productions']",['United States of America'],2005-07-20,162949164.0,136.0,['English'],6.5,1770.0,Michael Bay,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
272,Town & Country,"['Warren Beatty', 'Diane Keaton', 'Goldie Hawn']",90000000.0,"['Comedy', 'Romance']",en,1.004579,['New Line Cinema'],[''],2001-04-27,10372291.0,104.0,['English'],3.7,16.0,Peter Chelsom,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
273,Gone in Sixty Seconds,"['Nicolas Cage', 'Angelina Jolie', 'Giovanni Ribisi']",90000000.0,"['Action', 'Crime', 'Thriller']",en,52.995628,"['Jerry Bruckheimer Films', 'Touchstone Pictures']",['United States of America'],2000-06-09,237202299.0,118.0,['English'],6.1,1485.0,Dominic Sena,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Gladiator,"['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']",103000000.0,"['Action', 'Drama', 'Adventure']",en,95.301296,"['DreamWorks SKG', 'Universal Pictures', 'Scott Free Productions']","['United Kingdom', 'United States of America']",2000-05-01,457640427.0,155.0,['English'],7.9,5439.0,Ridley Scott,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
275,Minority Report,"['Tom Cruise', 'Colin Farrell', 'Samantha Morton']",102000000.0,"['Action', 'Thriller', 'Science Fiction', 'Mystery']",en,65.948959,"['DreamWorks SKG', 'Cruise/Wagner Productions', 'Amblin Entertainment']",['United States of America'],2002-06-20,358372926.0,145.0,"['English', 'svenska']",7.1,2608.0,Steven Spielberg,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,Harry Potter and the Chamber of Secrets,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",100000000.0,"['Adventure', 'Fantasy', 'Family']",en,132.397737,"['1492 Pictures', 'Heyday films', 'Warner Bros.']","['Germany', 'United Kingdom', 'United States of America']",2002-11-13,876688482.0,161.0,['English'],7.4,5815.0,Chris Columbus,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
277,Casino Royale,"['Daniel Craig', 'Eva Green', 'Mads Mikkelsen']",150000000.0,"['Adventure', 'Action', 'Thriller']",en,88.935165,"['Eon Productions', 'Stillking Films', 'Babelsberg Film']","['Italy', 'United Kingdom', 'United States of America', 'Czech Republic', 'Germany']",2006-11-14,599045960.0,144.0,"['English', 'Français']",7.3,3855.0,Martin Campbell,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Planet of the Apes,"['Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter']",100000000.0,"['Thriller', 'Science Fiction', 'Action', 'Adventure']",en,51.188633,"['Twentieth Century Fox Film Corporation', 'Tim Burton Productions', 'Zanuck Company']",['United States of America'],2001-07-25,362211740.0,119.0,['English'],5.6,1243.0,Tim Burton,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
279,Terminator 2: Judgment Day,"['Arnold Schwarzenegger', 'Linda Hamilton', 'Robert Patrick']",100000000.0,"['Action', 'Thriller', 'Science Fiction']",en,101.74155,"['Lightstorm Entertainment', 'Pacific Western', 'Canal+']","['France', 'United States of America']",1991-07-01,520000000.0,137.0,"['English', 'Español']",7.7,4185.0,James Cameron,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Public Enemies,"['Christian Bale', 'Johnny Depp', 'Giovanni Ribisi']",80000000.0,"['History', 'Crime', 'Drama']",en,33.691694,"['Universal Pictures', 'Appian Way', 'Forward Pass']",['United States of America'],2009-07-01,214104620.0,140.0,['English'],6.5,1344.0,Michael Mann,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
281,American Gangster,"['Denzel Washington', 'Russell Crowe', 'Chiwetel Ejiofor']",100000000.0,"['Drama', 'Crime']",en,42.361215,"['Imagine Entertainment', 'Universal Pictures', 'Scott Free Productions']","['United Kingdom', 'United States of America']",2007-11-02,266465037.0,157.0,['English'],7.4,1502.0,Ridley Scott,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
282,True Lies,"['Arnold Schwarzenegger', 'Jamie Lee Curtis', 'Tom Arnold']",115000000.0,"['Action', 'Thriller']",en,38.729418,"['Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment']",['United States of America'],1994-07-14,378882411.0,141.0,"['English', 'Français', 'العربية', 'Deutsch']",6.8,1116.0,James Cameron,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
283,The Taking of Pelham 1 2 3,"['Denzel Washington', 'John Travolta', 'Luis Guzmán']",100000000.0,"['Thriller', 'Drama', 'Crime']",en,40.597856,"['Columbia Pictures', 'Escape Artists', 'Scott Free Productions']",['United States of America'],2009-06-11,150166126.0,106.0,['English'],6.2,954.0,Tony Scott,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
284,Little Fockers,"['Robert De Niro', 'Ben Stiller', 'Owen Wilson']",100000000.0,"['Comedy', 'Romance']",en,32.389353,"['Paramount Pictures', 'Universal Pictures', 'Everyman Pictures']",['United States of America'],2010-12-21,310650585.0,98.0,['English'],5.4,1060.0,Paul Weitz,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
285,The Other Guys,"['Will Ferrell', 'Mark Wahlberg', 'Eva Mendes']",100000000.0,"['Action', 'Comedy', 'Crime']",en,24.399642,"['Columbia Pictures', 'Gary Sanchez Productions']",['United States of America'],2010-08-06,170432927.0,107.0,['English'],6.1,1383.0,Adam McKay,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
286,Eraser,"['Arnold Schwarzenegger', 'James Caan', 'Vanessa Williams']",100000000.0,"['Action', 'Drama', 'Mystery', 'Thriller']",en,24.507987,"['Kopelson Entertainment', 'Warner Bros.']","['Canada', 'United States of America']",1996-06-21,242295562.0,115.0,['English'],5.6,543.0,Chuck Russell,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
287,Django Unchained,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']",100000000.0,"['Drama', 'Western']",en,82.121691,"['Columbia Pictures', 'The Weinstein Company']",['United States of America'],2012-12-25,425368238.0,165.0,"['English', 'Français', 'Deutsch']",7.8,10099.0,Quentin Tarantino,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
288,The Hunchback of Notre Dame,"['Tom Hulce', 'Demi Moore', 'Tony Jay']",100000000.0,"['Drama', 'Animation', 'Family']",en,46.727941,['Walt Disney Pictures'],['United States of America'],1996-06-21,100138851.0,91.0,"['Latin', 'English']",6.8,1129.0,Gary Trousdale,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
289,The Emperor's New Groove,"['David Spade', 'John Goodman', 'Eartha Kitt']",100000000.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",en,51.113717,"['Walt Disney Pictures', 'Walt Disney Feature Animation']",['United States of America'],2000-12-09,169327687.0,78.0,['English'],7.2,1490.0,Mark Dindal,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
290,The Expendables 2,"['Sylvester Stallone', 'Jason Statham', 'Dolph Lundgren']",100000000.0,"['Action', 'Adventure', 'Thriller']",en,53.73289200000001,"['Nu Image Films', 'Millennium Films']",['United States of America'],2012-08-08,312573423.0,103.0,['English'],6.1,2896.0,Simon West,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,National Treasure,"['Nicolas Cage', 'Diane Kruger', 'Justin Bartha']",100000000.0,"['Adventure', 'Action', 'Thriller', 'Mystery']",en,58.849256,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Saturn Films']",['United States of America'],2004-11-19,347451894.0,131.0,"['Latin', 'English', 'Español']",6.4,1926.0,Jon Turteltaub,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
292,Eragon,"['Ed Speleers', 'Jeremy Irons', 'Sienna Guillory']",100000000.0,"['Fantasy', 'Action', 'Adventure', 'Family']",en,30.863434,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment']","['United Kingdom', 'United States of America', 'Hungary']",2006-12-14,249288105.0,104.0,['English'],4.9,967.0,Stefen Fangmeier,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
293,Where the Wild Things Are,"['Max Records', 'Catherine Keener', 'Lauren Ambrose']",100000000.0,"['Family', 'Fantasy']",en,31.586215000000006,"['Village Roadshow Pictures', 'Legendary Pictures', 'Playtone']",['United States of America'],2009-10-16,100086793.0,101.0,['English'],6.4,572.0,Spike Jonze,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
294,Epic,"['Josh Hutcherson', 'Amanda Seyfried', 'Colin Farrell']",100000000.0,"['Animation', 'Adventure', 'Family', 'Fantasy']",en,36.711378,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",['United States of America'],2013-05-15,268426634.0,102.0,['English'],6.4,1121.0,Chris Wedge,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,The Tourist,"['Johnny Depp', 'Angelina Jolie', 'Paul Bettany']",100000000.0,"['Action', 'Thriller', 'Romance']",en,41.426678,"['Columbia Pictures', 'Spyglass Entertainment', 'Peninsula Films']","['United Kingdom', 'United States of America', 'France', 'Italy']",2010-12-08,278731369.0,103.0,"['English', 'Français', 'Italiano', 'Pусский', 'Español']",6.0,1699.0,Florian Henckel von Donnersmarck,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
